name,location,cuisine,cost_for_two,rating,restaurant_id,is_active,source_updated_at,ingested_at,budget_tier
Cafe Zone,Kumaraswamy Layout,"Fast Food, Chinese, Rolls",300.0,3.9,gen_313,True,,2026-05-15T17:50:27,low
Cross Road Cafe,Jayanagar,"Cafe, Fast Food, Chinese",300.0,3.9,gen_324,True,,2026-05-15T17:50:27,low
Bhavani Restaurant,Basavanagudi,"South Indian, North Indian, Chinese",300.0,3.9,gen_783,True,,2026-05-15T17:50:27,low
Om Shiva Shakthi Chats Centre,Basavanagudi,"Street Food, Fast Food",300.0,3.9,gen_839,True,,2026-05-15T17:50:27,low
Five Star Chicken,JP Nagar,"Burger, Fast Food, Roast Chicken, Finger Food",300.0,3.9,gen_959,True,,2026-05-15T17:50:27,low
Polar Bear,BTM,"Desserts, Ice Cream",300.0,3.9,gen_1011,True,,2026-05-15T17:50:27,low
Aramane Donne Biriyani,BTM,"Biryani, Fast Food",300.0,3.9,gen_1024,True,,2026-05-15T17:50:27,low
Lassi Shop,JP Nagar,"Beverages, Ice Cream, Fast Food",300.0,3.9,gen_1038,True,,2026-05-15T17:50:27,low
SGS Non Veg - Gundu Pulav,Bannerghatta Road,"Biryani, South Indian",300.0,3.9,gen_1099,True,,2026-05-15T17:50:27,low
Bikaner Jn,JP Nagar,Rajasthani,300.0,3.9,gen_1128,True,,2026-05-15T17:50:27,low
Kalpavruksha,Bannerghatta Road,"South Indian, North Indian",300.0,3.9,gen_1219,True,,2026-05-15T17:50:27,low
Juice Land,Bannerghatta Road,"Juices, Beverages",300.0,3.9,gen_1221,True,,2026-05-15T17:50:27,low
Vyanjan,BTM,"North Indian, Street Food",300.0,3.9,gen_1357,True,,2026-05-15T17:50:27,low
Chaitanya Cafe,JP Nagar,"South Indian, North Indian, Fast Food",300.0,3.9,gen_1427,True,,2026-05-15T17:50:27,low
The Biriyani Pedia,BTM,Biryani,300.0,3.9,gen_2572,True,,2026-05-15T17:50:27,low
Rajvardhan Foods,Jayanagar,"Street Food, Maharashtrian",300.0,3.9,gen_2929,True,,2026-05-15T17:50:27,low
New Punjabi Dhaba,HSR,"North Indian, Chinese",300.0,3.9,gen_3818,True,,2026-05-15T17:50:27,low
Bihar Ki Shan,HSR,North Indian,300.0,3.9,gen_3852,True,,2026-05-15T17:50:27,low
Lassi Shop,Bellandur,"Beverages, Ice Cream, Fast Food",300.0,3.9,gen_3887,True,,2026-05-15T17:50:27,low
Just Shawarma,HSR,Arabian,300.0,3.9,gen_3909,True,,2026-05-15T17:50:27,low
Makers of Milkshakes,HSR,Beverages,300.0,3.9,gen_3976,True,,2026-05-15T17:50:27,low
Atithi Aramane Veg,Bellandur,"South Indian, North Indian, Chinese",300.0,3.9,gen_3988,True,,2026-05-15T17:50:27,low
Payohima Ice Creams,Sarjapur Road,Desserts,300.0,3.9,gen_4262,True,,2026-05-15T17:50:27,low
Cupcake Noggins,Sarjapur Road,"Desserts, Bakery",300.0,3.9,gen_4371,True,,2026-05-15T17:50:27,low
Kerala Pavilion,Domlur,"Kerala, South Indian, Seafood, Biryani",300.0,3.9,gen_5116,True,,2026-05-15T17:50:27,low
Handi Biryani,Marathahalli,"Hyderabadi, Biryani",300.0,3.9,gen_6892,True,,2026-05-15T17:50:27,low
Kerala Tiffin,Whitefield,Kerala,300.0,3.9,gen_6903,True,,2026-05-15T17:50:27,low
The Early bell,Whitefield,"North Indian, Chinese",300.0,3.9,gen_6951,True,,2026-05-15T17:50:27,low
Waffle Square,Marathahalli,"Desserts, Beverages, Ice Cream",300.0,3.9,gen_6992,True,,2026-05-15T17:50:27,low
Delhi Walle,Marathahalli,"North Indian, Street Food",300.0,3.9,gen_7043,True,,2026-05-15T17:50:27,low
Litti House,Brookefield,"North Indian, Bihari, Rajasthani",300.0,3.9,gen_7074,True,,2026-05-15T17:50:27,low
Momo Mania,Brookefield,"Momos, Fast Food",300.0,3.9,gen_7148,True,,2026-05-15T17:50:27,low
Rafoo Chakkar,Whitefield,"North Indian, Rolls",300.0,3.9,gen_7345,True,,2026-05-15T17:50:27,low
Krishna Sagar,BTM,"South Indian, North Indian, Chinese",300.0,3.9,gen_8477,True,,2026-05-15T17:50:27,low
Sri Krishna Sagar,Koramangala 6th Block,South Indian,300.0,3.9,gen_8507,True,,2026-05-15T17:50:27,low
The Rasaganga,HSR,"South Indian, North Indian, Chinese, Street Food",300.0,3.9,gen_8560,True,,2026-05-15T17:50:27,low
Delite Chaat House,Koramangala 6th Block,"Street Food, Gujarati",300.0,3.9,gen_8576,True,,2026-05-15T17:50:27,low
Kairali,BTM,"Kerala, South Indian, Seafood, Biryani",300.0,3.9,gen_8601,True,,2026-05-15T17:50:27,low
Chapati House,Ejipura,North Indian,300.0,3.9,gen_8796,True,,2026-05-15T17:50:27,low
Fillers,BTM,"North Indian, Fast Food",300.0,3.9,gen_8846,True,,2026-05-15T17:50:27,low
House Stark Cafe,HSR,"Cafe, Desserts, Fast Food, Burger",300.0,3.9,gen_8875,True,,2026-05-15T17:50:27,low
Kinpeetos,Koramangala 5th Block,"Lebanese, Greek",300.0,3.9,gen_9178,True,,2026-05-15T17:50:27,low
The Waffle Street,HSR,"Continental, Beverages, Burger, Coffee, Desserts",300.0,3.9,gen_9340,True,,2026-05-15T17:50:27,low
Chef All Nite,BTM,"Chinese, North Indian",300.0,3.9,gen_9700,True,,2026-05-15T17:50:27,low
Just Shawarma,BTM,Arabian,300.0,3.9,gen_10596,True,,2026-05-15T17:50:27,low
Painted Platters,Ulsoor,"Bakery, Desserts",300.0,3.9,gen_12021,True,,2026-05-15T17:50:27,low
Just Shawarma,Electronic City,Arabian,300.0,3.9,gen_13547,True,,2026-05-15T17:50:27,low
Sankalp Reddy Restaurant,Electronic City,"South Indian, Andhra, Biryani",300.0,3.9,gen_13663,True,,2026-05-15T17:50:27,low
Upahara Mandira,HBR Layout,"South Indian, North Indian, Chinese",300.0,3.9,gen_14803,True,,2026-05-15T17:50:27,low
Ice Cream Works,Indiranagar,"Ice Cream, Ice Cream",300.0,3.9,gen_14935,True,,2026-05-15T17:50:27,low
Saahib,HSR,"Fast Food, Rolls",300.0,3.9,gen_16092,True,,2026-05-15T17:50:27,low
Chaat Trail By Moti Mahal,HSR,"Street Food, Beverages, South Indian, North Indian, Ice Cream, Mithai, Rajasthani",300.0,3.9,gen_16455,True,,2026-05-15T17:50:27,low
Krispy Kreme,HSR,"Desserts, Beverages",300.0,3.9,gen_16791,True,,2026-05-15T17:50:27,low
Pappu Chaiwalla,HSR,"Fast Food, Tea, Beverages",300.0,3.9,gen_17206,True,,2026-05-15T17:50:27,low
Chowpatty,Indiranagar,"North Indian, Fast Food, Street Food",300.0,3.9,gen_17678,True,,2026-05-15T17:50:27,low
Tiffun,CV Raman Nagar,North Indian,300.0,3.9,gen_17693,True,,2026-05-15T17:50:27,low
Roll Er Dokaan,Jeevan Bhima Nagar,"Street Food, Rolls",300.0,3.9,gen_17864,True,,2026-05-15T17:50:27,low
All Shook Up!,Domlur,"Desserts, Beverages",300.0,3.9,gen_17932,True,,2026-05-15T17:50:27,low
Cake Genie,Indiranagar,"Desserts, Fast Food",300.0,3.9,gen_18046,True,,2026-05-15T17:50:27,low
Namdhari's Salad Bar,Indiranagar,"Juices, Fast Food, Desserts, Salad",300.0,3.9,gen_18047,True,,2026-05-15T17:50:27,low
Pathaan Sir,BTM,"Rolls, Chinese",300.0,3.9,gen_19613,True,,2026-05-15T17:50:27,low
Starlite Bakery & Fastfood,Jayanagar,"North Indian, Chinese, Rolls, Bakery, Arabian, Charcoal Chicken, Desserts",300.0,3.9,gen_21196,True,,2026-05-15T17:50:27,low
Krispy Kreme,Kalyan Nagar,"Desserts, Beverages",300.0,3.9,gen_23937,True,,2026-05-15T17:50:27,low
Srinidhi Veg Food Court,Kalyan Nagar,"Chinese, North Indian, South Indian",300.0,3.9,gen_23953,True,,2026-05-15T17:50:27,low
Doctor Juice,Kammanahalli,"Juices, Healthy Food",300.0,3.9,gen_24021,True,,2026-05-15T17:50:27,low
Ibaco,Nagawara,Desserts,300.0,3.9,gen_24046,True,,2026-05-15T17:50:27,low
The Juice Shop - Juicery And Kitchen,Kalyan Nagar,"Beverages, Fast Food, Bakery",300.0,3.9,gen_24233,True,,2026-05-15T17:50:27,low
Le Roll Cafe,Kammanahalli,"Fast Food, Beverages, Rolls",300.0,3.9,gen_24398,True,,2026-05-15T17:50:27,low
Ibaco,Kalyan Nagar,Desserts,300.0,3.9,gen_24601,True,,2026-05-15T17:50:27,low
Easy Bites,HSR,"Fast Food, Sandwich",300.0,3.9,gen_26657,True,,2026-05-15T17:50:27,low
Kairali,BTM,"South Indian, Seafood, Biryani",300.0,3.9,gen_29068,True,,2026-05-15T17:50:27,low
RB Food Point,BTM,"North Indian, Chinese",300.0,3.9,gen_29538,True,,2026-05-15T17:50:27,low
Garage Food Company,HSR,"Chinese, Momos",300.0,3.9,gen_29954,True,,2026-05-15T17:50:27,low
Begin with us....Tea Time Cafe,Koramangala 7th Block,"Beverages, Tea",300.0,3.9,gen_30004,True,,2026-05-15T17:50:27,low
Bathinda Tandoor,BTM,North Indian,300.0,3.9,gen_34935,True,,2026-05-15T17:50:27,low
Choi Choi Momos,Brigade Road,"Chinese, Fast Food, Momos",300.0,3.9,gen_38301,True,,2026-05-15T17:50:27,low
Prakriti Delux,Rajajinagar,"North Indian, South Indian, Chinese",300.0,3.9,gen_39472,True,,2026-05-15T17:50:27,low
Waffle Stories,Malleshwaram,Desserts,300.0,3.9,gen_39628,True,,2026-05-15T17:50:27,low
The Big Bellyz,Malleshwaram,"Fast Food, Beverages, Momos",300.0,3.9,gen_39681,True,,2026-05-15T17:50:27,low
Maiyas,Malleshwaram,"South Indian, North Indian, Chinese, Bakery, Desserts",300.0,3.9,gen_39695,True,,2026-05-15T17:50:27,low
LV Venkateshwara Jolada Rotti Oota,Malleshwaram,South Indian,300.0,3.9,gen_39842,True,,2026-05-15T17:50:27,low
Falafel's - The Lebanese Haus,Malleshwaram,Lebanese,300.0,3.9,gen_40204,True,,2026-05-15T17:50:27,low
Priyadarshini Veg,Yeshwantpur,"North Indian, South Indian, Chinese",300.0,3.9,gen_40346,True,,2026-05-15T17:50:27,low
Kolkata Biriyani,Marathahalli,"Biryani, Bengali",300.0,3.9,gen_40697,True,,2026-05-15T17:50:27,low
Laziz,Marathahalli,"North Indian, Chinese",300.0,3.9,gen_40807,True,,2026-05-15T17:50:27,low
Ooty Chocolates,Indiranagar,Desserts,300.0,3.9,gen_42629,True,,2026-05-15T17:50:27,low
Wok Chow,Sanjay Nagar,"Chinese, Thai, Momos",300.0,3.9,gen_44040,True,,2026-05-15T17:50:27,low
Shri Udupi Cafe,New BEL Road,"South Indian, North Indian, Mughlai, Chinese, Street Food, Beverages",300.0,3.9,gen_44068,True,,2026-05-15T17:50:27,low
Shanthi Sagar,New BEL Road,"South Indian, Chinese, North Indian",300.0,3.9,gen_44080,True,,2026-05-15T17:50:27,low
Ibaco,New BEL Road,Desserts,300.0,3.9,gen_44140,True,,2026-05-15T17:50:27,low
Cubbonpete Donne Biryani,Sahakara Nagar,"South Indian, Biryani",300.0,3.9,gen_44195,True,,2026-05-15T17:50:27,low
Bengal Sweets,Jalahalli,"Mithai, Street Food",300.0,3.9,gen_44417,True,,2026-05-15T17:50:27,low
Sultan Rolls & Sandwiches,New BEL Road,"Fast Food, Rolls",300.0,3.9,gen_44573,True,,2026-05-15T17:50:27,low
Udupi Ruchi,Rajajinagar,"South Indian, Chinese, North Indian, Desserts, Continental",300.0,3.9,gen_46181,True,,2026-05-15T17:50:27,low
Sri Maruthi Miltry Hotel,Rajajinagar,South Indian,300.0,3.9,gen_46435,True,,2026-05-15T17:50:27,low
Sri Maruthi Hotel,Basaveshwara Nagar,South Indian,300.0,3.9,gen_46922,True,,2026-05-15T17:50:27,low
Venkataramana Nellore Mess,HSR,"Andhra, South Indian",300.0,3.9,gen_49107,True,,2026-05-15T17:50:27,low
KA53,Whitefield,"North Indian, Chinese",300.0,3.9,gen_50306,True,,2026-05-15T17:50:27,low
Sri Udupi Park,Whitefield,"South Indian, North Indian, Chinese, Beverages",300.0,3.9,gen_51154,True,,2026-05-15T17:50:27,low
KA53,Whitefield,"Biryani, North Indian, Chinese",300.0,3.9,gen_51341,True,,2026-05-15T17:50:27,low
Lord Of The Kitchen,Kumaraswamy Layout,"North Indian, Chinese",350.0,3.9,gen_219,True,,2026-05-15T17:50:27,low
Bharjari Oota,Basavanagudi,South Indian,350.0,3.9,gen_771,True,,2026-05-15T17:50:27,low
Kalmane Koffees,Bannerghatta Road,Cafe,350.0,3.9,gen_894,True,,2026-05-15T17:50:27,low
Cakebuy,Bannerghatta Road,Desserts,350.0,3.9,gen_958,True,,2026-05-15T17:50:27,low
Encyclofoodia,Bannerghatta Road,"Kerala, North Indian",350.0,3.9,gen_1558,True,,2026-05-15T17:50:27,low
Food And You,BTM,"North Indian, South Indian, Gujarati",350.0,3.9,gen_2676,True,,2026-05-15T17:50:27,low
Khan Saheb Grills and Rolls,Jayanagar,"Fast Food, Rolls",350.0,3.9,gen_2707,True,,2026-05-15T17:50:27,low
Hokey Pokey Ice Creams,Sarjapur Road,"Ice Cream, Desserts",350.0,3.9,gen_4539,True,,2026-05-15T17:50:27,low
Cita Pani,Indiranagar,"Biryani, North Indian, Arabian",350.0,3.9,gen_5208,True,,2026-05-15T17:50:27,low
New Paratha Corner,Whitefield,North Indian,350.0,3.9,gen_7057,True,,2026-05-15T17:50:27,low
Mayura Grand,Brookefield,"North Indian, South Indian, Chinese",350.0,3.9,gen_7843,True,,2026-05-15T17:50:27,low
The Hidden Cafe,Koramangala 1st Block,"North Indian, Fast Food",350.0,3.9,gen_9706,True,,2026-05-15T17:50:27,low
The Wicked Cup,HSR,"Cafe, Sandwich, Fast Food, Beverages, Desserts",350.0,3.9,gen_15832,True,,2026-05-15T17:50:27,low
Mandya Gowdru Donne Biriyani,HSR,"Biryani, South Indian",350.0,3.9,gen_16266,True,,2026-05-15T17:50:27,low
Cariocake,JP Nagar,"Bakery, Desserts",350.0,3.9,gen_20691,True,,2026-05-15T17:50:27,low
Chaai Resto,Kalyan Nagar,"Cafe, Fast Food, Beverages",350.0,3.9,gen_23883,True,,2026-05-15T17:50:27,low
Creme Bliss,HBR Layout,"Bakery, Desserts",350.0,3.9,gen_24522,True,,2026-05-15T17:50:27,low
Hotel Prashanth,Rajajinagar,North Indian,350.0,3.9,gen_39847,True,,2026-05-15T17:50:27,low
Cheta's Kitchen,Yelahanka,"Kerala, South Indian, Seafood",350.0,3.9,gen_44227,True,,2026-05-15T17:50:27,low
Sri Krishna Bhavan Sweets,Sanjay Nagar,"Mithai, Street Food",350.0,3.9,gen_44415,True,,2026-05-15T17:50:27,low
Papanna's Biriyani,Basaveshwara Nagar,"Biryani, South Indian",350.0,3.9,gen_46533,True,,2026-05-15T17:50:27,low
Kalmane Koffees,Whitefield,Cafe,350.0,3.9,gen_50115,True,,2026-05-15T17:50:27,low
NISO Chinese Restaurant,KR Puram,"Chinese, Momos",350.0,3.9,gen_50377,True,,2026-05-15T17:50:27,low
Biting Junction,Whitefield,"Chinese, North Indian, Rajasthani, Gujarati, Fast Food, Afghan",350.0,3.9,gen_50498,True,,2026-05-15T17:50:27,low
Annapurna Bengali Restaurant,Whitefield,Bengali,350.0,3.9,gen_51178,True,,2026-05-15T17:50:27,low
Donne Biriyani House,Banashankari,"South Indian, North Indian, Chinese, Biryani",400.0,3.9,gen_187,True,,2026-05-15T17:50:27,low
Bangalore Agarwal Bhavan,Jayanagar,"Street Food, North Indian, South Indian",400.0,3.9,gen_296,True,,2026-05-15T17:50:27,low
Waffle-A-Go Go,Banashankari,"Fast Food, Desserts, Ice Cream",400.0,3.9,gen_323,True,,2026-05-15T17:50:27,low
Anand Sweets and Savouries,Jayanagar,"Mithai, Street Food",400.0,3.9,gen_409,True,,2026-05-15T17:50:27,low
Polar Bear,Banashankari,"Ice Cream, Desserts, Beverages, Sandwich",400.0,3.9,gen_503,True,,2026-05-15T17:50:27,low
New Prashanth Hotel,Basavanagudi,South Indian,400.0,3.9,gen_793,True,,2026-05-15T17:50:27,low
Kitchens@JP Nagar,JP Nagar,"Biryani, Kerala, Mughlai, Street Food, North Indian, Chinese, South Indian, Andhra",400.0,3.9,gen_945,True,,2026-05-15T17:50:27,low
Kanteen The Eatery,Bannerghatta Road,North Indian,400.0,3.9,gen_952,True,,2026-05-15T17:50:27,low
Andhra Kitchen,Bannerghatta Road,"Andhra, Biryani",400.0,3.9,gen_964,True,,2026-05-15T17:50:27,low
Swathi Restaurant,JP Nagar,"Andhra, North Indian, Chinese",400.0,3.9,gen_970,True,,2026-05-15T17:50:27,low
Madeena Hotel,Bannerghatta Road,"North Indian, Mughlai, Biryani",400.0,3.9,gen_986,True,,2026-05-15T17:50:27,low
KFC,JP Nagar,"Burger, Fast Food",400.0,3.9,gen_1014,True,,2026-05-15T17:50:27,low
Cold Stone Creamery,Bannerghatta Road,"Ice Cream, Desserts",400.0,3.9,gen_1063,True,,2026-05-15T17:50:27,low
Chokha Chowka,BTM,"North Indian, Chinese",400.0,3.9,gen_1066,True,,2026-05-15T17:50:27,low
The Hunger Room,JP Nagar,"Continental, Sandwich, Burger, Italian, Salad, Pizza",400.0,3.9,gen_1156,True,,2026-05-15T17:50:27,low
Deejas Kitchen,Bannerghatta Road,"South Indian, Kerala",400.0,3.9,gen_1160,True,,2026-05-15T17:50:27,low
Funky Punjab,BTM,"North Indian, Chinese",400.0,3.9,gen_1315,True,,2026-05-15T17:50:27,low
Mahek Pizza,JP Nagar,Pizza,400.0,3.9,gen_1326,True,,2026-05-15T17:50:27,low
World of Waffles,JP Nagar,Desserts,400.0,3.9,gen_1346,True,,2026-05-15T17:50:27,low
The Chocolate Room,JP Nagar,"Cafe, Desserts",400.0,3.9,gen_1405,True,,2026-05-15T17:50:27,low
Rara Avis,JP Nagar,"Kerala, Seafood, Biryani, Desserts",400.0,3.9,gen_1706,True,,2026-05-15T17:50:27,low
Kamat Swaad,JP Nagar,"South Indian, North Indian, Chinese",400.0,3.9,gen_1799,True,,2026-05-15T17:50:27,low
Polar Bear,Bannerghatta Road,"Ice Cream, Desserts, Beverages, Sandwich",400.0,3.9,gen_1840,True,,2026-05-15T17:50:27,low
Keventers,Jayanagar,"Desserts, Beverages, Ice Cream",400.0,3.9,gen_2587,True,,2026-05-15T17:50:27,low
XO Belgian Waffle,Basavanagudi,"Desserts, Beverages",400.0,3.9,gen_2623,True,,2026-05-15T17:50:27,low
Kanti Sweets,Jayanagar,"Mithai, Street Food",400.0,3.9,gen_2624,True,,2026-05-15T17:50:27,low
Mug N Bean,Jayanagar,"Cafe, Continental, Italian, Burger",400.0,3.9,gen_2825,True,,2026-05-15T17:50:27,low
Mecaf Family Restaurant,BTM,"North Indian, Chinese, Fast Food",400.0,3.9,gen_2869,True,,2026-05-15T17:50:27,low
Drunken Monkey,Jayanagar,"Beverages, Fast Food",400.0,3.9,gen_3163,True,,2026-05-15T17:50:27,low
Amma's Pastries,Basavanagudi,Bakery,400.0,3.9,gen_3185,True,,2026-05-15T17:50:27,low
Domino's Pizza,Basavanagudi,"Pizza, Fast Food",400.0,3.9,gen_3359,True,,2026-05-15T17:50:27,low
Polar Bear,Basavanagudi,"Desserts, Ice Cream, Beverages, Sandwich",400.0,3.9,gen_3370,True,,2026-05-15T17:50:27,low
Puro Gusto,Bellandur,Cafe,400.0,3.9,gen_3784,True,,2026-05-15T17:50:27,low
Polar Bear,Marathahalli,"Ice Cream, Desserts, Beverages, Sandwich",400.0,3.9,gen_3840,True,,2026-05-15T17:50:27,low
Bonfooder,Sarjapur Road,North Indian,400.0,3.9,gen_4302,True,,2026-05-15T17:50:27,low
SGS Non Veg - Gundu Pulav,St. Marks Road,"Biryani, Fast Food",400.0,3.9,gen_5200,True,,2026-05-15T17:50:27,low
Kanti Sweets,Brigade Road,"Mithai, Street Food",400.0,3.9,gen_5222,True,,2026-05-15T17:50:27,low
Firewood Biryani,Residency Road,"Biryani, Kebab, Rolls",400.0,3.9,gen_5278,True,,2026-05-15T17:50:27,low
A2B - Adyar Ananda Bhavan,Shanti Nagar,"South Indian, Fast Food, Street Food",400.0,3.9,gen_5395,True,,2026-05-15T17:50:27,low
Gowdru Hotel,Indiranagar,"South Indian, Biryani",400.0,3.9,gen_5401,True,,2026-05-15T17:50:27,low
Mountain Spice,Koramangala 8th Block,"Chinese, Nepalese, Tibetan, Momos",400.0,3.9,gen_5414,True,,2026-05-15T17:50:27,low
Whitefield Baking Company - Bengaluru Marriott Hotel...,Whitefield,"Bakery, Cafe",400.0,3.9,gen_6797,True,,2026-05-15T17:50:27,low
Chatpata India,Whitefield,North Indian,400.0,3.9,gen_7131,True,,2026-05-15T17:50:27,low
California Burrito,Whitefield,"Mexican, Fast Food",400.0,3.9,gen_7186,True,,2026-05-15T17:50:27,low
Drunken Monkey,Marathahalli,"Beverages, Fast Food",400.0,3.9,gen_7440,True,,2026-05-15T17:50:27,low
Sri Udupi Park,Brookefield,"South Indian, North Indian, Chinese",400.0,3.9,gen_7837,True,,2026-05-15T17:50:27,low
Shri Madhuram,HSR,"South Indian, North Indian",400.0,3.9,gen_8295,True,,2026-05-15T17:50:27,low
Hotel Manu,HSR,"South Indian, Kerala, Chinese, North Indian",400.0,3.9,gen_8407,True,,2026-05-15T17:50:27,low
Kitchens@BTM,BTM,"Biryani, Kerala, Mughlai, Street Food, North Indian, Chinese, South Indian, Andhra",400.0,3.9,gen_8440,True,,2026-05-15T17:50:27,low
Madeena Hotel,HSR,"North Indian, Mughlai, Biryani",400.0,3.9,gen_8468,True,,2026-05-15T17:50:27,low
Bubble Bee,HSR,"Beverages, Bubble Tea, Desserts",400.0,3.9,gen_8552,True,,2026-05-15T17:50:27,low
Min Mini Punjabi Dhaba,Koramangala 7th Block,North Indian,400.0,3.9,gen_8645,True,,2026-05-15T17:50:27,low
Empire Restaurant,BTM,"Kerala, Seafood, South Indian, Chinese, North Indian, Charcoal Chicken, Beverages",400.0,3.9,gen_8787,True,,2026-05-15T17:50:27,low
Maa Bhook Lagi,Koramangala 4th Block,North Indian,400.0,3.9,gen_8844,True,,2026-05-15T17:50:27,low
The Tandoori Chai,HSR,"North Indian, Fast Food, Street Food, Beverages",400.0,3.9,gen_8888,True,,2026-05-15T17:50:27,low
What'sinaPita,Koramangala 1st Block,"Mediterranean, Middle Eastern, Wraps, Rolls",400.0,3.9,gen_9117,True,,2026-05-15T17:50:27,low
Desi Flavours,Koramangala 1st Block,"North Indian, Chinese, Biryani",400.0,3.9,gen_9123,True,,2026-05-15T17:50:27,low
Rolls & Co,Koramangala 6th Block,"Burger, Beverages, Rolls",400.0,3.9,gen_9460,True,,2026-05-15T17:50:27,low
Khichadiwala,HSR,North Indian,400.0,3.9,gen_9825,True,,2026-05-15T17:50:27,low
#L-81 Cafe,HSR,"Fast Food, Beverages",400.0,3.9,gen_10183,True,,2026-05-15T17:50:27,low
Aroma Of Asia,Frazer Town,"Fast Food, Momos",400.0,3.9,gen_11956,True,,2026-05-15T17:50:27,low
Keventers,Lavelle Road,"Desserts, Beverages, Ice Cream",400.0,3.9,gen_12413,True,,2026-05-15T17:50:27,low
Domino's Pizza,MG Road,"Pizza, Fast Food",400.0,3.9,gen_12893,True,,2026-05-15T17:50:27,low
Andhra Kitchen,Electronic City,Andhra,400.0,3.9,gen_13506,True,,2026-05-15T17:50:27,low
Marley's Bistro,Electronic City,"Continental, European, Salad, Beverages, Italian, Burger",400.0,3.9,gen_13564,True,,2026-05-15T17:50:27,low
Sitara Veg Restaurant,Electronic City,"South Indian, North Indian, Chinese",400.0,3.9,gen_13665,True,,2026-05-15T17:50:27,low
Juicemaker,Electronic City,"Beverages, Fast Food",400.0,3.9,gen_13672,True,,2026-05-15T17:50:27,low
The Breakfast Club,Electronic City,"Continental, South Indian, North Indian",400.0,3.9,gen_13853,True,,2026-05-15T17:50:27,low
Kanti Sweets,RT Nagar,"Mithai, Street Food",400.0,3.9,gen_14725,True,,2026-05-15T17:50:27,low
Fanoos,Frazer Town,"Arabian, Rolls, North Indian, BBQ",400.0,3.9,gen_14773,True,,2026-05-15T17:50:27,low
Keventers,Commercial Street,"Desserts, Beverages, Ice Cream",400.0,3.9,gen_14785,True,,2026-05-15T17:50:27,low
Sidra Eatery,Kammanahalli,"North Indian, Continental",400.0,3.9,gen_14888,True,,2026-05-15T17:50:27,low
Anand Sweets and Savouries,Frazer Town,"Mithai, Street Food",400.0,3.9,gen_15319,True,,2026-05-15T17:50:27,low
Hunger Meals,HSR,"South Indian, North Indian, Biryani",400.0,3.9,gen_16066,True,,2026-05-15T17:50:27,low
Om Nom Thai,South Bangalore,"Thai, Momos",400.0,3.9,gen_16106,True,,2026-05-15T17:50:27,low
Families Food Court,HSR,"North Indian, Chinese, Biryani, Rolls",400.0,3.9,gen_16655,True,,2026-05-15T17:50:27,low
Balle-Licious Kitchen,HSR,North Indian,400.0,3.9,gen_16804,True,,2026-05-15T17:50:27,low
Shubh Sweets,HSR,"Street Food, Mithai, Momos",400.0,3.9,gen_16869,True,,2026-05-15T17:50:27,low
Mist n Creams,HSR,Ice Cream,400.0,3.9,gen_16933,True,,2026-05-15T17:50:27,low
Annapoorani,Indiranagar,South Indian,400.0,3.9,gen_17542,True,,2026-05-15T17:50:27,low
Gurukrupa Paratha House,Old Airport Road,"North Indian, Chinese",400.0,3.9,gen_17659,True,,2026-05-15T17:50:27,low
Fresh Aahar,Indiranagar,"Biryani, Mangalorean, Kerala",400.0,3.9,gen_17664,True,,2026-05-15T17:50:27,low
KFC,Old Airport Road,"Burger, Fast Food",400.0,3.9,gen_17702,True,,2026-05-15T17:50:27,low
